video_title,date_released_utc,view_count,like_count,comment_count,date_collected_utc,video_duration_H,video_duration_M,video_duration_S,channel_name
THE BEST ASUN RICE RECIPE | GOATMEAT RICE RECIPE | DIARYOFAKITCHENLOVER #cookingvideo #cooking,2024-06-17 13:24:54+00:00,5483,341.0,60,2024-08-24 07:46:15.568467+00:00,0,5,13,diaryofakitchenlover
VERY SIMPLIFIED EWA AGOYIN AND AGOYIN SAUCE RECIPE | AGOYIN BEANS AND STEW | DIARYOFAKITCHENLOVER,2024-06-14 15:58:19+00:00,89325,2465.0,467,2024-08-24 07:46:15.990993+00:00,0,6,4,diaryofakitchenlover
DON’T DO THESE IN YOUR KITCHEN 🛑 | BEST KITCHEN HYGIENE TIPS | DIARYOFAKITCHENLOVER,2024-06-12 08:00:47+00:00,2480,178.0,10,2024-08-24 07:46:16.406427+00:00,0,6,20,diaryofakitchenlover
HOW TO COOK JASMINE RICE THE EASIEST WAY | EGG STIR FRIED RICE | DIARYOFAKITCHENLOVER #recipes,2024-06-10 06:23:04+00:00,5795,329.0,79,2024-08-24 07:46:16.874749+00:00,0,6,31,diaryofakitchenlover
SIMPLE YAMARITA AND EGG SAUCE FROM THE SCRATCH | YAMARITA | FRIED EGGS | DIARYOFAKITCHENLOVER,2024-06-08 08:48:32+00:00,13022,710.0,212,2024-08-24 07:46:17.288583+00:00,0,8,51,diaryofakitchenlover
DIFFERENT COOKING METHODS I BET YOU DIDNT KNOW ABOUT | COOKING METHODS | DIARYOFAKITCHENLOVER,2024-06-07 06:43:04+00:00,1969,153.0,14,2024-08-24 07:46:17.680366+00:00,0,2,35,diaryofakitchenlover
STIR FRIED NOODLES COOKED THE BEST WAY | DIARYOFAKITCHENLOVER | NOODLES RECIPE,2024-06-03 19:47:09+00:00,9450,547.0,74,2024-08-24 07:46:18.068692+00:00,0,3,54,diaryofakitchenlover
DO YOU EAT INU ERAN? (OFALS)? SEE HOW I COOKED THIS! YOU’LL LOVE IT! | DIARYOFAKITCHENLOVER #cooking,2024-05-29 13:39:49+00:00,4061,273.0,49,2024-08-24 07:46:18.500427+00:00,0,5,1,diaryofakitchenlover
MALTA CREAMY PASTA WITH AND MALTA PINACOLADA | EXCLUSIVE EPISODE OF GOODNESS KITCHEN WITH CHEF T!,2024-05-19 08:42:20+00:00,2366,128.0,7,2024-08-24 07:46:18.902345+00:00,0,21,10,diaryofakitchenlover
MAMA DEOLA AND CHEF T. VERY FUNNY BEHIND THE SCENES | DIARYOFAKITCHENLOVER,2024-05-18 07:42:55+00:00,20080,991.0,76,2024-08-24 07:46:19.317550+00:00,0,17,12,diaryofakitchenlover
VERY EASY HOME MADE ASUN (ROASTED GOAT MEAT) | DIARYOFAKITCHENLOVER,2024-05-16 18:41:42+00:00,6507,352.0,14,2024-08-24 07:46:19.717549+00:00,0,5,24,diaryofakitchenlover
OFE NSALA | GOODNESS KITCHEN WITH CHEF T | MALTA GUINNESS,2024-05-13 11:21:38+00:00,846961,19955.0,4,2024-08-24 07:46:20.131662+00:00,0,0,56,diaryofakitchenlover
SHREDDED BEEF SAUCE AND MALT MOCKTAIL | GOODNESS KITCHEN WITH CHEF T | MALTA GUINNESS,2024-05-13 11:21:33+00:00,902430,391.0,2,2024-08-24 07:46:20.561276+00:00,0,0,42,diaryofakitchenlover
CRISPY CHICKEN AND CREPES | GOODNESS KITCHEN WITH CHEF T | MALTA GUINNESS,2024-05-13 11:21:29+00:00,1241,60.0,4,2024-08-24 07:46:20.963327+00:00,0,0,59,diaryofakitchenlover
HOW TO MAKE OKAZI SOUP | EASTERN NIGERIA SOUPS | DIARYOFAKITCHENLOVER,2024-05-07 08:04:34+00:00,2740,118.0,8,2024-08-24 07:46:21.377427+00:00,0,1,27,diaryofakitchenlover
MAKE GRILLED FISH AND ROASTED PLANTAIN WITH ME | DIARYOFAKITCHENLOVER | ASMR,2024-05-07 08:00:08+00:00,9598,140.0,7,2024-08-24 07:46:21.822161+00:00,0,1,31,diaryofakitchenlover
BAKE MY DAUGHTER’S 6 MONTHS OLD CAKE WITH ME | RED VELVET CAKE | VANILLA CAKE | CAKE DECORATION,2024-05-02 19:01:28+00:00,49358,1375.0,63,2024-08-24 07:46:22.269265+00:00,0,3,17,diaryofakitchenlover
HOW WE SHARED OUR FREE FOOD BOXES | DIARYOFAKITCHENLOVER,2024-04-29 10:10:53+00:00,4369,165.0,14,2024-08-24 07:46:22.716273+00:00,0,1,31,diaryofakitchenlover
Grilled MackerelFish & Bole(Roasted Plantain) | Goodness Kitchen with Chef T | Malta Guinness,2024-04-29 10:10:41+00:00,863,49.0,2,2024-08-24 07:46:23.154412+00:00,0,1,1,diaryofakitchenlover
MAMA DEOLA THE DISPATCH RIDER STOLE CHEF T’S FOOD,2024-04-27 11:22:17+00:00,5346,206.0,26,2024-08-24 07:46:23.563448+00:00,0,4,23,diaryofakitchenlover
"SPICES, HERBS, AND CONDIMENTS. WHAT ARE THE DIFFERENCES? | DIARYOFAKITCHENLOVER",2024-04-26 06:29:59+00:00,2183,156.0,13,2024-08-24 07:46:23.994190+00:00,0,4,17,diaryofakitchenlover
"BAKING POWDER, BAKING SODA AND YEAST. ARE THEY THE SAME THING? HOW TO USE THEM |DIARYOFAKITCHENLOVER",2024-04-22 10:44:44+00:00,3040,184.0,18,2024-08-24 07:46:24.481338+00:00,0,2,58,diaryofakitchenlover
DON’T STORE THESE IN THE FREEZER 🛑 | DONT WASTE YOUR FOOD | DIARYOFAKITCHENLOVER,2024-04-19 16:29:35+00:00,6384,244.0,29,2024-08-24 07:46:24.943512+00:00,0,2,16,diaryofakitchenlover
CHEF T GETS MAMA DEOLA INTO TROUBLE AT A FANCY RESTAURANT,2024-04-16 21:25:51+00:00,22150,700.0,81,2024-08-24 07:46:25.397894+00:00,0,6,44,diaryofakitchenlover
MAMA DEOLA AND CHEF T VISITS THE SEAFOOD MARKET | VERY CHAOTIC | DIARYOFAKITCHENLOVER,2024-04-13 04:16:22+00:00,5898,221.0,28,2024-08-24 07:46:25.898167+00:00,0,3,16,diaryofakitchenlover
STALE OILS ARE VERY HARMFUL FOR YOU! | HOW TO TRASH STALE OILS| DIARYOFAKITCHENLOVER,2024-03-29 11:54:39+00:00,2024,116.0,10,2024-08-24 07:46:26.433383+00:00,0,1,56,diaryofakitchenlover
EJA SHARWA STEW AND VEGETABLE RICE | RAMADAN RECIPES | DIARYOFAKITCHENLOVER,2024-03-27 03:54:19+00:00,3043,137.0,4,2024-08-24 07:46:27.059307+00:00,0,1,11,diaryofakitchenlover
RAMADAN RECIPES | GROUNDNUT SOUP AND POUNDED YAM | DIARYOFAKITCHENLOVER,2024-03-27 03:33:59+00:00,2575,103.0,9,2024-08-24 07:46:27.555495+00:00,0,1,30,diaryofakitchenlover
LOCAL JOLLOF SPAGHETTI | RAMADAN RECIPES | DIARYOFAKITCHENLOVER,2024-03-24 11:25:02+00:00,13259,578.0,15,2024-08-24 07:46:28.070431+00:00,0,1,11,diaryofakitchenlover
RAMADAN RECIPES | JAMBALAYA RICE ASMR | DIARYOFAKITCHENLOVER,2024-03-18 15:58:04+00:00,3689,161.0,8,2024-08-24 07:46:28.617345+00:00,0,1,16,diaryofakitchenlover
RAMADAN RECIPES | GRILLED FISH AND SWEET POTATOES,2024-03-15 15:18:41+00:00,3143,184.0,11,2024-08-24 07:46:29.160136+00:00,0,1,27,diaryofakitchenlover
RAMADAN RECIPES | YAM PORRIDGE HACK! | DIARYOFAKITCHENLOVER,2024-03-14 15:11:55+00:00,3270,183.0,13,2024-08-24 07:46:29.714479+00:00,0,1,20,diaryofakitchenlover
RAMADAN RECIPES | LOW BUDGET EGUSI SOUP | DIARYOFAKITCHENLOVER #ramadanrecipe,2024-03-13 15:52:04+00:00,5601,209.0,13,2024-08-24 07:46:30.289090+00:00,0,1,28,diaryofakitchenlover
STOP WASTING YOUR MORNING FRESH!,2024-03-13 11:37:02+00:00,1296,96.0,10,2024-08-24 07:46:30.839270+00:00,0,1,43,diaryofakitchenlover
RAMADAN RECIPES | SILKY BEANS AND CORN | DIARYOFAKITCHENLOVER,2024-03-12 15:05:53+00:00,3452,186.0,10,2024-08-24 07:46:31.311707+00:00,0,1,28,diaryofakitchenlover
COME TO WORK WITH NE | SHOOT DAY | DIARYOFAKITCHENLOVER,2024-02-29 17:54:04+00:00,2220,107.0,5,2024-08-24 07:46:31.894709+00:00,0,1,30,diaryofakitchenlover
STOP USING STAINLESS STEEL UTENSILS! #cookingtips #kitchentips #diaryofakitchenlover,2024-02-28 04:30:33+00:00,2145,105.0,11,2024-08-24 07:46:32.469418+00:00,0,2,23,diaryofakitchenlover
THE BEST COOKWARES TO HAVE IN YOUR KITCHEN | COOKWARES,2024-02-21 03:40:11+00:00,4051,207.0,13,2024-08-24 07:46:32.957137+00:00,0,8,31,diaryofakitchenlover
MAMA DEOLA’S CHAOTIC VISIT TO MY STUDIO,2024-02-14 08:45:40+00:00,8502,424.0,42,2024-08-24 07:46:33.678639+00:00,0,3,33,diaryofakitchenlover
I TASKED ADUNNI ADE TO MAKE HER FAVORITE FOOD | SPAGHETTI BOLOGNESE,2024-02-12 16:32:48+00:00,6673,269.0,11,2024-08-24 07:46:34.199009+00:00,0,1,31,diaryofakitchenlover
THE EMOTIONAL MOMENT WHEN MY PARENTS MET MY BABY FOR THE FIRST TIME,2024-01-31 13:44:47+00:00,123128,4947.0,697,2024-08-24 07:46:34.709811+00:00,0,6,50,diaryofakitchenlover
SWEET AND IRISH MASHED POTATOES AND CHICKEN GRAVY | MASHED POTATOES | DIARYOFAKITCHENLOVER,2023-12-21 16:24:42+00:00,4774,204.0,8,2024-08-24 07:46:35.339737+00:00,0,1,52,diaryofakitchenlover
LIVING ABROAD AND FOOD BLOGGING | HOSPITAL VISIT,2023-12-17 10:34:11+00:00,10547,431.0,19,2024-08-24 07:46:35.852068+00:00,0,14,28,diaryofakitchenlover
SEE SOME OF THE THINGS I SHOPPED FOR | VLOGMAS 2023 #Homegoods #vlogmas2023 #xmas #Asmr,2023-12-10 07:45:07+00:00,9072,398.0,15,2024-08-24 07:46:36.375377+00:00,0,9,12,diaryofakitchenlover
FAMILY DAY OUT | CHRISTMAS IS HERE!!!!,2023-12-03 11:40:15+00:00,15856,901.0,41,2024-08-24 07:46:36.904122+00:00,0,12,53,diaryofakitchenlover
TESTIMONIES ROLLING IN ON FRIENDSGIVING 2023 #Thanksgiving #Friendsgiving,2023-11-26 06:59:58+00:00,33325,1776.0,118,2024-08-24 07:46:37.461068+00:00,0,35,54,diaryofakitchenlover
SHOPPING FOR MY NEW BABY GIRL CHILD | SEE HER AND SOME OF HER BEAUTIFUL OUTFITS,2023-11-15 17:36:23+00:00,112923,6761.0,648,2024-08-24 07:46:37.967526+00:00,0,50,12,diaryofakitchenlover
PREGNANCY VLOG | MY VIDEO SHOOT BTS | 8 MONTHS PREGNANT,2023-11-15 07:10:44+00:00,19535,1212.0,33,2024-08-24 07:46:38.452413+00:00,0,1,32,diaryofakitchenlover
WHAT’S IN MY HOSPITAL BAG? PACK FOR DELIVERY WITH ME,2023-11-13 08:56:36+00:00,14633,830.0,32,2024-08-24 07:46:38.946872+00:00,0,1,21,diaryofakitchenlover
MY RAINBOW BABY SHOWER,2023-11-12 14:50:48+00:00,47525,4087.0,258,2024-08-24 07:46:39.446628+00:00,0,3,14,diaryofakitchenlover
I AM PREGNANT! HOW MY FAMILY AND FRIENDS REACTED TO MY RAINBOW BABY ANNOUNCEMENT.,2023-11-11 06:46:10+00:00,689252,25056.0,3816,2024-08-24 07:46:40.004396+00:00,0,17,6,diaryofakitchenlover
I AM A MUM! THE GIFT OF MOTHERHOOD HAS BEEN PASSED TO ME 🙏,2023-11-10 11:42:47+00:00,61193,4263.0,550,2024-08-24 07:46:40.562390+00:00,0,1,30,diaryofakitchenlover
HOW TO SAVE MONEY IN THIS FUNNY ECONOMY,2023-11-03 09:13:55+00:00,4293,215.0,6,2024-08-24 07:46:41.185458+00:00,0,1,54,diaryofakitchenlover
I TASKED CHIOMA AKPOTHA TO MAKE HER FAVORITE GOOD IN MY KITCHEN 😀,2023-10-17 09:33:51+00:00,6960,308.0,16,2024-08-24 07:46:41.761911+00:00,0,2,2,diaryofakitchenlover
This Roasted Spice mixture is a game changer in your food!,2023-09-22 15:11:47+00:00,4351,188.0,4,2024-08-24 07:46:42.253563+00:00,0,1,1,diaryofakitchenlover
YOU HAVE TO WATCH THIS BEFORE YOU BUY A GLASS POT!!!,2023-09-12 08:42:47+00:00,10890,282.0,19,2024-08-24 07:46:42.760585+00:00,0,1,31,diaryofakitchenlover
ALL YOU NEED TO KNOW ABOUT CONTENT CREATION | MY COURSE ON CONTENT CREATION IS HERE!,2023-09-08 08:03:27+00:00,2089,106.0,7,2024-08-24 07:46:43.270164+00:00,0,1,59,diaryofakitchenlover
REEKADO BANKS AND I COOKED SMOKEY NIGERIAN JOLLOF RICE WITH A SPECIAL TWIST! | #JOLLOFLOVE,2023-09-06 10:29:36+00:00,50393,889.0,68,2024-08-24 07:46:43.819681+00:00,0,24,25,diaryofakitchenlover
ALMOND MILK! LACTOSE FREE! | HOW TO MAKE ALMOND MILK AT HOME | DIARYOFAKITCHENLOVER,2023-09-04 06:16:52+00:00,5776,146.0,12,2024-08-24 07:46:44.343582+00:00,0,3,10,diaryofakitchenlover
HOW TO MAKE THE EASIEST ABACHA AKA AFRICAN SALAD | HOME MADE ABACHA #Abacha,2023-08-24 09:29:29+00:00,4600,160.0,19,2024-08-24 07:46:44.870352+00:00,0,1,31,diaryofakitchenlover
Ofe Akwu Recipe #shortsafrica #recipe #soups,2023-08-22 09:16:37+00:00,3429,147.0,7,2024-08-24 07:46:45.366171+00:00,0,1,6,diaryofakitchenlover
ONE POT TURKEY RICE AND FRIED PLANTAIN | DIARYOFAKITCHENLOVER,2023-08-20 10:18:57+00:00,2157,79.0,7,2024-08-24 07:46:45.880539+00:00,0,1,30,diaryofakitchenlover
FISH IN BLACK PEPPER SAUCE AND STIR FRIED RICE | DIARYOFAKITCHENLOVER,2023-08-19 08:25:33+00:00,5270,166.0,26,2024-08-24 07:46:46.449732+00:00,0,1,30,diaryofakitchenlover
POUNDED YAM AND EGUSI SOUP | DIARYOFAKITCHENLOVER,2023-08-15 10:37:29+00:00,6476,143.0,6,2024-08-24 07:46:47.013503+00:00,0,1,26,diaryofakitchenlover
HOW TO DISSECT A WHOLE CHICKEN  LIKE A PRO | DIARYOFAKITCHENLOVER,2023-08-13 06:16:45+00:00,5392,160.0,31,2024-08-24 07:46:47.503122+00:00,0,9,32,diaryofakitchenlover
HOW TO MAKE STEAMED VEGETABLES USING THE BLANCHING METHOD | DIARYOFAKITCHENLOVER,2023-08-05 09:13:10+00:00,307547,4176.0,392,2024-08-24 07:46:48.058143+00:00,0,8,38,diaryofakitchenlover
DO YOUR COOKWARES GO BAD QUICKLY? TRY THESE | COOKWARE CARE TIPS | DIARYOFAKITCHENLOVER,2023-08-02 07:15:05+00:00,5477,277.0,35,2024-08-24 07:46:48.686671+00:00,0,7,2,diaryofakitchenlover
WORLD FRIENDSHIP DAY WITH WILD AFRICA CREAM,2023-07-29 07:19:56+00:00,1664,46.0,4,2024-08-24 07:46:49.217063+00:00,0,1,28,diaryofakitchenlover
HOW TO MAKE ZOBO DRINK FOR 20 PEOPLE! HOME MADE ZOBO | DIARYOFAKITCHENLOVER,2023-07-27 07:31:58+00:00,44013,997.0,83,2024-08-24 07:46:49.720539+00:00,0,8,56,diaryofakitchenlover
CHIOMA AKPOTHA COOKED IN MY KITCHEN! BTS WITH CHIOMA,2023-07-24 09:33:00+00:00,2847,177.0,10,2024-08-24 07:46:50.224192+00:00,0,15,28,diaryofakitchenlover
NO MARINADE GRILLED TURKEY FOR BEGINNERS | GRILLED TURKEY RECIPE | DIARYOFAKITCHENLOVER,2023-07-22 08:00:25+00:00,28364,607.0,44,2024-08-24 07:46:50.732243+00:00,0,6,32,diaryofakitchenlover
YOU ARE HOW YOU EAT YOUR FOOD Part 2 | Flo Chinyere,2024-06-07 18:53:23+00:00,6677,263.0,40,2024-08-21 10:26:32.307902+00:00,0,10,41,FloChinyere
Raising Teenagers | Weekend to Remember | Inspiring Young Lady | Flo Chinyere,2024-05-16 18:00:34+00:00,12274,440.0,104,2024-08-21 10:26:32.863968+00:00,0,23,33,FloChinyere
Odogwu Reviews Nwa Boi Movie | If you Know How to Eat You Should Know How to Cook | Flo Chinyere,2024-04-27 18:11:32+00:00,12366,363.0,84,2024-08-21 10:26:33.453984+00:00,0,27,36,FloChinyere
STORY TIME: How UK Relocation Depression Nearly Derailed My Life | Flo Chinyere,2024-04-21 15:58:23+00:00,39448,904.0,206,2024-08-21 10:26:34.045848+00:00,0,16,12,FloChinyere
"Cook With Me: Tastiest Nigerian Moi Moi Cooked with FROZEN Etere, Uma Leaves | Flo Chinyere",2024-04-04 14:59:59+00:00,28283,623.0,108,2024-08-21 10:26:34.710315+00:00,0,17,41,FloChinyere
"VLOG: Home Repairs, Heavy Food Prep & Locs Update | Flo Chinyere",2024-03-29 20:02:17+00:00,11237,375.0,111,2024-08-21 10:26:35.287118+00:00,0,17,23,FloChinyere
THINGS NIGERIANS WILL NEVER ENJOY Part 2 | Flo Chinyere,2024-03-23 17:26:56+00:00,6240,268.0,98,2024-08-21 10:26:35.930020+00:00,0,13,5,FloChinyere
Bone Broth with Collagen Goodness | How to Make the Most Health Beneficial Bone Broth | Flo Chinyere,2024-03-14 18:13:28+00:00,8589,360.0,39,2024-08-21 10:26:36.479166+00:00,0,9,58,FloChinyere
How Igbos Celebrate Mother's Day | Celebrating with my 3 Mums | Flo Chinyere,2024-03-11 14:57:42+00:00,8395,387.0,67,2024-08-21 10:26:37.095319+00:00,0,25,19,FloChinyere
How To Cook Bitterleaf Soup with Cocoyam Powder | Flo Chinyere,2024-03-07 16:00:10+00:00,14530,487.0,57,2024-08-21 10:26:37.705610+00:00,0,12,8,FloChinyere
"COOK, EAT & CHAT WITH ME: Buckling Under the Weight of Nigerian Problems | Flo Chinyere",2024-03-01 18:57:59+00:00,21591,707.0,147,2024-08-21 10:26:38.425617+00:00,0,22,59,FloChinyere
Qualifications for Offshore Job Positions | Flo Chinyere,2024-02-28 15:44:35+00:00,4003,236.0,39,2024-08-21 10:26:39.153662+00:00,0,24,22,FloChinyere
VLOG: Getting My Hair Loc'ed - Pathological Liar Man - Basketball Mum | Flo Chinyere,2024-02-25 12:59:11+00:00,8294,369.0,73,2024-08-21 10:26:40.517507+00:00,0,26,0,FloChinyere
OFFSHORE JOB POSITIONS You Can Work In | You'll Be Shocked at How Many There are | Flo Chinyere,2024-02-23 16:30:50+00:00,7844,553.0,83,2024-08-21 10:26:41.087409+00:00,0,19,41,FloChinyere
Yet Another Reminder ...,2024-02-13 18:16:09+00:00,7784,383.0,129,2024-08-21 10:26:41.668217+00:00,0,17,40,FloChinyere
Leaving NIGERIA | My Nigerian Food TRASHED,2024-02-05 17:45:38+00:00,20316,950.0,163,2024-08-21 10:26:42.211959+00:00,0,11,23,FloChinyere
End of Project | Leaving Offshore Location | Flo Chinyere,2024-02-01 16:10:54+00:00,10267,571.0,135,2024-08-21 10:26:42.927359+00:00,0,17,33,FloChinyere
Nigerians Share their Experiences Working Offshore | Flo Chinyere,2024-01-29 16:42:35+00:00,9509,420.0,90,2024-08-21 10:26:43.729038+00:00,0,20,40,FloChinyere
Working Offshore as the Only Female Engineer | What It's Really Like | Flo Chinyere,2024-01-25 16:00:33+00:00,57729,1612.0,333,2024-08-21 10:26:44.361015+00:00,0,27,33,FloChinyere
Let's Go For a Walk Offshore | Flo Chinyere,2024-01-04 16:00:14+00:00,9306,507.0,112,2024-08-21 10:26:44.915409+00:00,0,8,43,FloChinyere
Happy New Year from Offshore Location! | Flo Chinyere,2024-01-02 15:57:40+00:00,12120,702.0,104,2024-08-21 10:26:45.500667+00:00,0,10,11,FloChinyere
Offshore DIET | Why We Love this Job! | Flo Chinyere,2023-12-30 16:00:29+00:00,15992,663.0,73,2024-08-21 10:26:46.072842+00:00,0,8,9,FloChinyere
Santa Came Offshore! | Flo Chinyere,2023-12-27 15:07:14+00:00,11988,599.0,102,2024-08-21 10:26:46.618083+00:00,0,8,23,FloChinyere
Commute to Work Offshore With Me | Flo Chinyere,2023-12-25 15:36:54+00:00,60156,2524.0,330,2024-08-21 10:26:47.179174+00:00,0,9,37,FloChinyere
Before I Travel Offshore for Work | Flo Chinyere,2023-12-23 17:00:20+00:00,18213,921.0,115,2024-08-21 10:26:47.831792+00:00,0,13,36,FloChinyere
Travel to Nigeria for Christmas 2023? | Flo Chinyere,2023-12-21 17:00:37+00:00,16577,740.0,139,2024-08-21 10:26:48.423755+00:00,0,19,36,FloChinyere
Moist Non Alcoholic Fruit Cake for my Viewers | Flo Chinyere,2023-12-18 17:00:04+00:00,4030,248.0,46,2024-08-21 10:26:49.023759+00:00,0,8,13,FloChinyere
Flo Don Drop UPDATE,2023-12-15 17:00:23+00:00,8071,319.0,50,2024-08-21 10:26:49.623797+00:00,0,13,43,FloChinyere
Easy Shawarma Recipe from Scratch | Perfect for Beginners...  #shawarmarecipe  #easyrecipes,2024-08-18 17:00:41+00:00,1127,70.0,4,2024-08-21 10:30:23.315683+00:00,0,12,6,FoodiesAndSpice
Pepper Oil for My Yoruba Husband | How to make aromatic chili oil #chilioil #pepper,2024-08-13 07:07:21+00:00,6691,90.0,8,2024-08-21 10:30:24.288062+00:00,0,8,1,FoodiesAndSpice
How to Make Onunu and Palm Oil Stew Recipe from Scratch | Beginner-Friendly #nigeriancuisine,2024-07-21 17:00:00+00:00,2131,110.0,15,2024-08-21 10:30:24.907297+00:00,0,10,45,FoodiesAndSpice
How to Make Custard Popsicles from Scratch | Easy Recipe for Beginners,2024-07-14 17:00:40+00:00,1086,57.0,6,2024-08-21 10:30:25.517907+00:00,0,9,44,FoodiesAndSpice
How to Make Fluffy Pancakes Using Custard Powder - Easy Recipe for Beginners!...#checkers #pancakes,2024-07-08 10:33:27+00:00,1360,77.0,11,2024-08-21 10:30:26.128876+00:00,0,10,30,FoodiesAndSpice
Tried the Viral Cucumber Stew VS Golden Melon Stew See what we Prefer #cucumberstew #newrecipe,2024-06-27 17:40:18+00:00,12156,149.0,29,2024-08-21 10:30:26.728863+00:00,0,8,11,FoodiesAndSpice
Easy Gizzard Sauce Recipe for Beginners | Step-by-Step Cooking Guide.. #gizzardrecipe #easycooking,2024-06-23 17:00:33+00:00,2631,140.0,16,2024-08-21 10:30:27.362287+00:00,0,8,56,FoodiesAndSpice
Do this with your Leftover EBA #recipe #garritacos #newrecipe #tacos,2024-06-19 09:48:15+00:00,2715,111.0,23,2024-08-21 10:30:28.130269+00:00,0,8,7,FoodiesAndSpice
Pumpkin Seeds Soup Recipe for beginners.... #nigeriarecipe  #pumpkinsouprecipe  #beginnerrecipes,2024-06-14 15:01:41+00:00,3813,149.0,30,2024-08-21 10:30:28.730272+00:00,0,9,18,FoodiesAndSpice
PRAISE ALTAR 1 | Eze Idikwa Itunanya | Moriowo re | Kai kade | Oyegbe BoBo Vmen | Chukwu rim azun,2024-06-07 08:00:27+00:00,14904,1176.0,168,2024-08-21 10:30:29.266867+00:00,0,4,55,FoodiesAndSpice
How to Make Creamy Almond Soup: Step-by-Step Process for Beginners....#AlmondSoup #CreamyAlmondSoup,2024-05-30 12:27:18+00:00,3685,182.0,44,2024-08-21 10:30:30.026871+00:00,0,8,45,FoodiesAndSpice
Easy Cookies Recipe for Children's Day | Step-by-Step Guide for Beginners..#checkers  #CookiesRecipe,2024-05-27 11:47:52+00:00,1637,54.0,5,2024-08-21 10:30:30.571703+00:00,0,8,3,FoodiesAndSpice
Best version of Banga soup (Ofe Akwu) with a rare traditional ingredient.. #checkers   #palmnutsoup,2024-05-19 15:04:10+00:00,3401,102.0,24,2024-08-21 10:30:31.157179+00:00,0,11,55,FoodiesAndSpice
How to make Sosaties (Curry Chicken Kebabs)|Step-by-Step Guide for Beginners #Chickencurrykebabas,2024-05-09 12:21:13+00:00,1423,88.0,19,2024-08-21 10:30:31.873816+00:00,0,13,15,FoodiesAndSpice
Easy Oha Soup Recipe (No Native Thickener) | Beginner Friendly #recipe #nigeriansoup  #ohasoup #fyp,2024-05-06 13:43:43+00:00,4293,146.0,35,2024-08-21 10:30:32.493230+00:00,0,9,3,FoodiesAndSpice
No-Oven Simple Bread Recipe (Dombolo) for Beginners | Step-by-Step Guide #bread   #breadrecipe,2024-04-29 23:26:38+00:00,4674,209.0,38,2024-08-21 10:30:33.082030+00:00,0,11,46,FoodiesAndSpice
How to Make South African Bunny Chow: Step-by-Step Guide for Beginners... #southafrica  #checkers,2024-04-25 18:25:48+00:00,1454,44.0,4,2024-08-21 10:30:33.716481+00:00,0,10,55,FoodiesAndSpice
How to Make Authentic South African Mala Mogodu/Tripe | Step-by-Step Tutorial.. #foodtutorial,2024-04-21 14:53:52+00:00,2520,72.0,9,2024-08-21 10:30:34.317126+00:00,0,9,20,FoodiesAndSpice
How to make Milky Doughnuts. Step by Step process for a beginner #custardfilling  #doughnutrecipe,2024-04-19 11:08:30+00:00,5459,290.0,65,2024-08-21 10:30:34.925659+00:00,0,13,17,FoodiesAndSpice
South Africa vs Nigeria Pap: Who Makes the Best Pap? #checkers   #southafricanfood  #southafrica,2024-04-17 13:23:15+00:00,2475,56.0,14,2024-08-21 10:30:35.553819+00:00,0,8,54,FoodiesAndSpice
How to make South African CHAKALAKA   #foodtourism #southafricanfood @siyamthandandamase8582,2024-04-14 11:33:00+00:00,968,58.0,9,2024-08-21 10:30:36.187329+00:00,0,10,30,FoodiesAndSpice
How to Cook South African Bobotie #southafricanfood #mincedmeat @OwamieEntertainment,2024-04-10 17:00:01+00:00,1791,78.0,14,2024-08-21 10:30:36.732379+00:00,0,10,38,FoodiesAndSpice
HOW I MADE THE BIGGEST AND MOST EXPENSIVE PARFAIT IN NIGERIA #parfait #dessert,2024-04-07 13:30:19+00:00,3679,148.0,27,2024-08-21 10:30:37.391536+00:00,0,12,8,FoodiesAndSpice
How to make South African Kota/Spatlo | the most intriguing Sandwich to a Nigerian ft @centtwinz,2024-04-03 11:57:17+00:00,1644,80.0,15,2024-08-21 10:30:38.127502+00:00,0,14,58,FoodiesAndSpice
How to cook Quarter Bag of Fried Rice For Beginners | Free Food for my area people this #easter,2024-04-02 17:51:24+00:00,4595,179.0,20,2024-08-21 10:30:39.458334+00:00,0,8,13,FoodiesAndSpice
HOW TO COOK CHICKEN CURRY SAUCE FOR BEGINNERS #currysauce #iftarrecipe #iftar #easter,2024-03-31 07:04:33+00:00,5791,217.0,36,2024-08-21 10:30:40.675524+00:00,0,9,7,FoodiesAndSpice
HOW TO MAKE SOUTH AFRICAN CHICKEN POTJIEKOS #southafrica #africanrecipes,2024-03-27 17:00:01+00:00,2779,82.0,10,2024-08-21 10:30:41.187526+00:00,0,12,45,FoodiesAndSpice
How to cook Delicious Comma moimoi and milk custard. #MoiMoiRecipe#NigerianCuisine #CookingTutorial,2024-03-25 19:01:52+00:00,3030,109.0,16,2024-08-21 10:30:41.788833+00:00,0,8,2,FoodiesAndSpice
Easy Coconut Jollof Rice Recipe for Beginners | Step-by-Step Guide.. #worldjollofrice,2024-08-22 08:01:36+00:00,1440,81.0,7,2024-08-24 07:49:33.068515+00:00,0,14,11,FoodiesAndSpice
Easy Shawarma Recipe from Scratch | Perfect for Beginners...  #shawarmarecipe  #easyrecipes,2024-08-18 17:00:41+00:00,1541,79.0,4,2024-08-24 07:49:33.557496+00:00,0,12,6,FoodiesAndSpice
